Id,Script result,GBS2p(234),GBS2p(2345),GBS2p(24),Passport ploidy,species
PI511845,4,4,4,4,4,tbr
PI511856,4,4,4,4,4,tbr
PI527980,4,4,4,4,4,tbr
PI537035,4,4,4,4,4,tbr
PI587048,5,4,4,4,4,tbr
PI587063,4,4,5,4,4,tbr
PI587064,4,4,5,4,4,tbr
PI587067,4,2,5,2,4,tbr
PI595438,4,2,5,2,4,tbr
PI595441,3,3,3,2,4,tbr
PI607491,4,3,5,4,4,tbr
PI607502,4,4,4,4,4,tbr
PI619137,4,4,4,4,4,tbr
PI619141,3,4,4,4,4,tbr adg
PI619142,4,2,5,4,4,tbr
PI633601,5,4,4,4,4,tbr
PI633602,3,4,4,4,4,tbr
PI633604,3,4,4,4,4,tbr
PI633605,4,4,4,4,4,tbr
PI634531,4,4,5,4,4,tbr
PI642181,4,4,4,4,4,tbr adg
PI642182,4,4,4,4,4,tbr adg
PI642183,4,4,4,4,4,tbr adg
PI645563,4,4,4,4,4,tbr adg
PI653761,4,4,5,4,4,tbr adg
PI654354,4,4,4,4,4,tbr adg
PI658587,4,2,5,2,4,tbr adg
PI660357,3,3,5,2,4,tbr adg
PI660358,4,4,4,4,4,tbr adg
PI660359,3,4,4,4,4,tbr adg
